sku,name,upc,item_order,brand,brand_abbrev,brand_order,unit_price,qty_display,image_path,section,section_order,group_title,group_order,verified,category
CT07565,Shea Butter Comeback Next Day Curl Hair Revitalizer,'817513015656,14,Cantu,CAN,21,5.09,12oz (12/cs),pages/chemical-upc-v3/CT07565.jpg,,,,,yes,Chemical
CT07570,Shea Butter For Natural Hair Wave Whip Curling Mousse,'817513015700,11,Cantu,CAN,21,5.19,248ml,pages/chemical-upc-v3/CT07570.jpg,,,,,yes,Chemical
MUMBBB,Billey's Beard Balm,'074704365000,21,Murray's,MUR,22,3.19,2oz (12/cs),pages/chemical-upc-v3/MUMBBB.jpg,,,,,yes,Chemical
MU20-24,Hair Dressing Pomade,'074704200004,11,Murray's,MUR,22,1.53,1.12oz (24/cs),pages/chemical-upc-v3/MU20-24.jpg,,,,,yes,Chemical
MU10,Superior Hair Dressing Pomade,'074704100007,14,Murray's,MUR,22,2.76,3oz,pages/chemical-upc-v3/MU10.jpg,,,,,no,Chemical
MU30,Extra Heavy Hair Pomade,'074704100359,12,Murray's,MUR,22,,3oz,pages/chemical-upc-v3/MU30.jpg,,,,,no,Chemical
MUEW,S - Elite Waves Gel Pomade,'074704110006,8,Murray's,MUR,22,3.59,,pages/chemical-upc-v3/MUEW.jpg,,,,,no,Chemical
MU80,Super Light Pomade & Hair Dressing,'074704170000,13,Murray's,MUR,22,2.76,3oz,pages/chemical-upc-v3/MU80.jpg,,,,,no,Chemical
MU90,With Pure Australian Beeswax Yellow,'074704260008,26,Murray's,MUR,22,2.18,114g,pages/chemical-upc-v3/MU90.jpg,,,,,no,Chemical
MU35,Beeswax - 100% Pure Australian - Black,'074704265003,20,Murray's,MUR,22,2.18,4oz,pages/chemical-upc-v3/MU35.jpg,,,,,no,Chemical
MUBWHW-6,Beeswax Honey Whip Curl Enhancer,'074704266505,16,Murray's,MUR,22,4.41,,pages/chemical-upc-v3/MUBWHW-6.jpg,,,,,no,Chemical
MUMBBO,Billey's Beard Oil,'074704366007,10,Murray's,MUR,22,5.91,1.5oz,pages/chemical-upc-v3/MUMBBO.jpg,,,,,no,Chemical
MU26800-6,"Cream Beeswax, Anti-Itch Formula",'074704268004,18,Murray's,MUR,22,3.41,6oz (6/cs),pages/chemical-upc-v3/MU26800-6.jpg,,,,,yes,Chemical
MU26700-6,Gel Loc-Lock,'074704267007,7,Murray's,MUR,22,2.94,8oz (6/cs),pages/chemical-upc-v3/MU26700-6.jpg,,,,,yes,Chemical
MU26900-6,S Sray Unlock Quick Release Braid Spray,'074704269001,17,Murray's,MUR,22,2.94,8oz (6/cs),pages/chemical-upc-v3/MU26900-6.jpg,,,,,yes,Chemical
MU41200,CoCoSoft Conditioner,'074704412001,3,Murray's,MUR,22,2.99,12.5oz (12/cs),pages/chemical-upc-v3/MU41200.jpg,,,,,yes,Chemical
MU41000,Cocosoft Coconut Oil Conditioner & Hair Dress,'074704410007,2,Murray's,MUR,22,2.99,12.5oz (12/cs),pages/chemical-upc-v3/MU41000.jpg,,,,,yes,Chemical
MU41100,CocoSoft Bergamot Conditioner & Hair Dress,'074704411004,1,Murray's,MUR,22,2.99,12.5oz (12/cs),pages/chemical-upc-v3/MU41100.jpg,,,,,yes,Chemical
MU55-6,Edgewax Premium Gel With 100% Australian Beeswax,'074704271004,6,Murray's,MUR,22,3.65,4oz (6/cs),pages/chemical-upc-v3/MU55-6.jpg,,,,,yes,Chemical
MU57-24,Edgewax Mini,'074704271059,25,Murray's,MUR,22,1.35,0.5oz (24/cs),pages/chemical-upc-v3/MU57-24.jpg,,,,,yes,Chemical
MU54-6,Edge Wax Extreme Hold Premium Gel,'074704273008,5,Murray's,MUR,22,4.06,4oz (6/cs),pages/chemical-upc-v3/MU54-6.jpg,,,,,yes,Chemical
MU58-24,Edgewax Extrme Hold,'074704273053,24,Murray's,MUR,22,1.47,0.5oz (24/cs),pages/chemical-upc-v3/MU58-24.jpg,,,,,yes,Chemical
MU26200,BeesWax Natural-Loc Molding Paste,'074704262002,19,Murray's,MUR,22,3.65,6oz (6/cs),pages/chemical-upc-v3/MU26200.jpg,,,,,yes,Chemical
MU59-6,"Edgewax, Caffeine",'074704274005,22,Murray's,MUR,22,4.19,4oz (6/cs),pages/chemical-upc-v3/MU59-6.jpg,,,,,yes,Chemical
MU60-6,Edgewax Extreme Hold With Caffeine,'074704274203,23,Murray's,MUR,22,4.75,4oz (6/cs),pages/chemical-upc-v3/MU60-6.jpg,,,,,yes,Chemical
MU27200-6,Beeswax Braiding Foam Firm Hold,'074704272001,9,Murray's,MUR,22,4.69,8.5oz (6/cs),pages/chemical-upc-v3/MU27200-6.jpg,,,,,yes,Chemical
MU27500,Beeswax Curl Defining Activator,'074704275002,15,Murray's,MUR,22,3.59,12oz (12/cs),pages/chemical-upc-v3/MU27500.jpg,,,,,yes,Chemical
MU27600,Beeswax Braiding Gel Firm Hold,'074704276009,4,Murray's,MUR,22,5.59,12.5oz (6/cs),pages/chemical-upc-v3/MU27600.jpg,,,,,yes,Chemical
CO01100-24,Face Moisturizers Cocoa Butter Stick,'075707011000,15,CocoCare,CO,23,2.08,1oz,pages/chemical-upc-v3/CO01100-24.jpg,,,,,no,Chemical
CO02045,Coconut,'075707020453,16,CocoCare,CO,23,0.83,0.15oz,pages/chemical-upc-v3/CO02045.jpg,,,,,no,Chemical
CO03300,100 Rosemary Oil,'075707033002,11,CocoCare,CO,23,6.09,1oz,pages/chemical-upc-v3/CO03300.jpg,,,,,no,Chemical
CO03500,100 Percent Tea Tree Oil All Natural,'075707035006,10,CocoCare,CO,23,6.47,1oz,pages/chemical-upc-v3/CO03500.jpg,,,,,no,Chemical
CO04200,100% Vitamin E Oil,'075707042004,13,CocoCare,CO,23,6.95,1oz,pages/chemical-upc-v3/CO04200.jpg,,,,,no,Chemical
CO06100,Rose Water Hydrating Facial Mist,'075707061005,14,CocoCare,CO,23,4.67,,pages/chemical-upc-v3/CO06100.jpg,,,,,no,Chemical
CO09460,Natural Grapeseed Oil Hair & Skin Conditioner,'075707094607,2,CocoCare,CO,23,4.44,4oz,pages/chemical-upc-v3/CO09460.jpg,,,,,no,Chemical
CO09475,100% Natural Macadamia Skin And Hair Oil,'075707094751,7,CocoCare,CO,23,4.96,4oz,pages/chemical-upc-v3/CO09475.jpg,,,,,no,Chemical
CO02080,Coconut Oil 100% Natural,'075707020804,5,CocoCare,CO,23,5.04,7oz (12/cs),pages/chemical-upc-v3/CO02080.jpg,,,,,yes,Chemical
CO09450,100% Natural Almond Oil For Skin And Hair,'075707094508,3,CocoCare,CO,23,4.63,4oz (12/cs),pages/chemical-upc-v3/CO09450.jpg,,,,,yes,Chemical
CO09700,Natural Jojoba Oil,'075707097004,6,CocoCare,CO,23,5.65,2oz (12/cs),pages/chemical-upc-v3/CO09700.jpg,,,,,yes,Chemical
CO04800,Vitamin E Antioxidant Body Oil,'075707048006,12,CocoCare,CO,23,5.83,8.5oz,pages/chemical-upc-v3/CO04800.jpg,,,,,yes,Chemical
CO02075,Coconut Oil,'075707020750,4,CocoCare,CO,23,3.61,4oz (12/cs),pages/chemical-upc-v3/CO02075.jpg,,,,,yes,Chemical
CO09400,Castor Oil Natural Hair & Skin Conditioner,'075707094003,1,CocoCare,CO,23,4.63,4oz (12/cs),pages/chemical-upc-v3/CO09400.jpg,,,,,yes,Chemical
CO09420,100% Natural Moroccan Argan Oil Liq,'075707094201,8,CocoCare,CO,23,5.95,2oz (12/cs),pages/chemical-upc-v3/CO09420.jpg,,,,,yes,Chemical
CO03400,100 Percent Natural Peppermint Oil,'075707034009,9,CocoCare,CO,23,5.13,1oz (12/cs),pages/chemical-upc-v3/CO03400.jpg,,,,,yes,Chemical
FN2515,Naturals Tea Tree Oil,'011313025154,23,Fantasia,FAN,24,6.53,1oz (12/cs),pages/chemical-upc-v3/FN2515.jpg,,,,,yes,Chemical
FN1008,Liquid Mousse - Super Hold Spritz,'011313010082,11,Fantasia,FAN,24,1.89,2oz (48/cs),pages/chemical-upc-v3/FN1008.jpg,,,,,yes,Chemical
FN4306-6,Super Hold Polisher Spritz Hair Spray,'011313012758,24,Fantasia,FAN,24,5.59,12oz,pages/chemical-upc-v3/FN4306-6.jpg,,,,,no,Chemical
FN2250,IC Leave-In Hair & Scalp Treatment,'011313022504,4,Fantasia,FAN,24,4.92,12oz,pages/chemical-upc-v3/FN2250.jpg,,,,,no,Chemical
FN503025,IC Hair Polisher Olive Moisturizing Shine Serum,'011313030257,21,Fantasia,FAN,24,5.29,178ml,pages/chemical-upc-v3/FN503025.jpg,,,,,no,Chemical
FN503028-6,Olive Oil Mist Moisturizing Treatment,'011313030288,8,Fantasia,FAN,24,7.57,6oz,pages/chemical-upc-v3/FN503028-6.jpg,,,,,no,Chemical
FN504005,Frizz Buster Serum,'011313040058,15,Fantasia,FAN,24,5.43,6oz,pages/chemical-upc-v3/FN504005.jpg,,,,,no,Chemical
FN4300-6,Liquid Mousse Spritz Hair Spray Super Hold,'011313043004,12,Fantasia,FAN,24,5.59,10oz,pages/chemical-upc-v3/FN4300-6.jpg,,,,,no,Chemical
FN4302-6,"Liquid Mousse Spritz Hair Spray, Mega Hold",'011313043028,13,Fantasia,FAN,24,5.59,10oz,pages/chemical-upc-v3/FN4302-6.jpg,,,,,no,Chemical
FN4311-6,IC Pure Tea Silky Gel Moisturizer Activator,'011313043110,9,Fantasia,FAN,24,4.72,10oz,pages/chemical-upc-v3/FN4311-6.jpg,,,,,no,Chemical
FN4301-6,Liquid Mousse - Firm Hold Spritz,'011313043011,10,Fantasia,FAN,24,5.59,10oz (12/cs),pages/chemical-upc-v3/FN4301-6.jpg,,,,,yes,Chemical
FN1275,IC Super Hold Polisher Spritz Hairspray,'011313043066,26,Fantasia,FAN,24,4.69,10oz,pages/chemical-upc-v3/FN1275.jpg,,,,,yes,Chemical
FN4303-6,IC Hair Polisher Olive Firm Hold Spritz Hairspray,'011313043035,30,Fantasia,FAN,24,5.59,10oz (12/cs),pages/chemical-upc-v3/FN4303-6.jpg,,,,,yes,Chemical
FN1006,IC Hair Polisher Olive Firm Hold Spritz,'011313010068,29,Fantasia,FAN,24,1.89,2oz (48/cs),pages/chemical-upc-v3/FN1006.jpg,,,,,yes,Chemical
FN503020-6,IC Hair Polisher Heat Protector Straightening Spray,'011313030202,28,Fantasia,FAN,24,7.15,6oz (6/cs),pages/chemical-upc-v3/FN503020-6.jpg,,,,,yes,Chemical
FN2208,IC Leave-In Moisturizer Hair & Scalp Treatment,'011313022085,3,Fantasia,FAN,24,4.92,12oz (12/cs),pages/chemical-upc-v3/FN2208.jpg,,,,,yes,Chemical
FN4308-6,IC Pure Tea Instant Oil Moisturizer Hair Lotion,'011313043080,22,Fantasia,FAN,24,4.24,12oz (12/cs),pages/chemical-upc-v3/FN4308-6.jpg,,,,,yes,Chemical
FN3753,IC Pure Tea Shampoo,'011313037539,1,Fantasia,FAN,24,4.28,18oz (12/cs),pages/chemical-upc-v3/FN3753.jpg,,,,,yes,Chemical
FN2500,Tea Tree Naturals Shampoo,'011313025000,2,Fantasia,FAN,24,5.46,12oz (12/cs),pages/chemical-upc-v3/FN2500.jpg,,,,,yes,Chemical
FN2505,Tea Tree Naturals Intensive Conditioner,'011313025055,5,Fantasia,FAN,24,6.38,12oz (12/cs),,,,,,yes,Chemical
FN1996-24,IC Fantasia Mist Aloe Hair Polisher,'011313019962,25,Fantasia,FAN,24,3.41,2oz (24/cs),pages/chemical-upc-v3/FN1996-24.jpg,,,,,yes,Chemical
FN1997-24,IC Hair Polisher Aloe Treatment,'011313019979,7,Fantasia,FAN,24,3.41,2oz (24/cs),pages/chemical-upc-v3/FN1997-24.jpg,,,,,yes,Chemical
FN1993-6,IC High Potency Hair Polisher - Daily Treatment,'011313019931,6,Fantasia,FAN,24,7.55,,pages/chemical-upc-v3/FN1993-6.jpg,,,,,yes,Chemical
FN4024-24,Frizz Buster Serum,'011313040249,14,Fantasia,FAN,24,3.41,2oz (24/cs),pages/chemical-upc-v3/FN4024-24.jpg,,,,,yes,Chemical
FN3010-24,IC Hair Polisher Heat Protector Straightening Serum,'011313030103,17,Fantasia,FAN,24,3.39,2oz,pages/chemical-upc-v3/FN3010-24.jpg,,,,,yes,Chemical
FN3010-24,IC Hair Polisher Heat Protector Straightening Serum,'011313030103,18,Fantasia,FAN,24,3.39,2oz,pages/chemical-upc-v3/FN3010-24.jpg,,,,,yes,Chemical
FN503015-6,IC Hair Polisher Heat Protector Straightening Serum,'011313030158,19,Fantasia,FAN,24,7.15,6oz (12/cs),pages/chemical-upc-v3/FN503015-6.jpg,,,,,yes,Chemical
FN3026-24,IC Hair Polisher Olive Moisturizing Shine Serum,'011313030264,20,Fantasia,FAN,24,3.41,2oz,pages/chemical-upc-v3/FN3026-24.jpg,,,,,yes,Chemical
FN1170,IC Shea Butter Sheen Spray Bonus,'011313021705,32,Fantasia,FAN,24,3.66,14oz (12/cs),pages/chemical-upc-v3/FN1170.jpg,,,,,yes,Chemical
FN33030,IC Hair Polisher Olive Moisturizing Sheen Spray,'011313030301,31,Fantasia,FAN,24,3.69,14oz (12/cs),pages/chemical-upc-v3/FN33030.jpg,,,,,yes,Chemical
FN3360,IC Hair Polisher Carrot Oil Sheen Spray,'011313033609,16,Fantasia,FAN,24,3.69,14oz (12/cs),pages/chemical-upc-v3/FN3360.jpg,,,,,yes,Chemical
FN3021-24,IC Hair Polisher Heat Protector Spray,'011313030219,27,Fantasia,FAN,24,3.52,2oz,pages/chemical-upc-v3/FN3021-24.jpg,,,,,yes,Chemical
MA56466-36,Astringent,'666425564666,1,Cool Mist,CMI,25,1.89,4oz,pages/chemical-upc-v3/MA56466-36.jpg,,,,,no,Chemical
MA56467,Astringent,'666425564673,2,Cool Mist,CMI,25,3.39,16oz (12/cs),pages/chemical-upc-v3/MA56467.jpg,,,,,yes,Chemical
MA56468,Astringent,'666425564680,3,Cool Mist,CMI,25,4.88,32oz (12/cs),pages/chemical-upc-v3/MA56468.jpg,,,,,yes,Chemical
MA56469-4,Astringent,'666425564697,4,Cool Mist,CMI,25,16.61,128oz (4/cs),pages/chemical-upc-v3/MA56469-4.jpg,,,,,yes,Chemical
RL21930,Mango & Shea Butter Ultra Moisturising Conditioner,'075724219304,12,Creme of Nature,CON,26,3.76,12oz (12/cs),pages/chemical-upc-v3/RL21930.jpg,,,,,yes,Chemical
RL21933,Acai Berry & Keratin Strengthening Shampoo,'075724219335,1,Creme of Nature,CON,26,3.45,235ml (12/cs),pages/chemical-upc-v3/RL21933.jpg,,,,,yes,Chemical
RL43663,Acai Berry & Keratin Strengthening Hair Masque for Dry Damaged Hair,'075724436633,18,Creme of Nature,CON,26,3.76,12oz,pages/chemical-upc-v3/RL43663.jpg,,,,,yes,Chemical
RL21927,Acai Berry & Keratin Strengthening Hair Masque,'075724219274,17,Creme of Nature,CON,26,1.41,1.75oz (6/cs),pages/chemical-upc-v3/RL21927.jpg,,,,,yes,Chemical
RL42801,Pure Honey Moisturizing Dry Defense Conditioner,'075724428010,16,Creme of Nature,CON,26,4.99,12oz (12/cs),pages/chemical-upc-v3/RL42801.jpg,,,,,yes,Chemical
RL42803,Pure Honey Detangler Knot Away Leave in,'075724428034,15,Creme of Nature,CON,26,4.99,8oz (12/cs),pages/chemical-upc-v3/RL42803.jpg,,,,,yes,Chemical
RL47319,Pure Honey Silicone-Free Lightweight Shine Mist,'075724473195,65,Creme of Nature,CON,26,5.32,4oz (12/cs),pages/chemical-upc-v3/RL47319.jpg,,,,,yes,Chemical
RL00454-6,Pure Honey Smoothing & Frizz Control Hair Mask,'075724004542,24,Creme of Nature,CON,26,3.41,3.8oz (6/cs),pages/chemical-upc-v3/RL00454-6.jpg,,,,,yes,Chemical
RL64011,Moisture Rich Hair Color Kit C11 Natural Black,'075724780118,54,Creme of Nature,CON,26,2.86,(12/cs),pages/chemical-upc-v3/RL64011.jpg,,,,,yes,Chemical
RL64031,"Moisture Rich Hair Color Kit, Vivid Red",'075724640313,57,Creme of Nature,CON,26,2.86,,pages/chemical-upc-v3/RL64031.jpg,,,,,yes,Chemical
RL64032,Color C32 Spiced Red Kit,'075724640320,42,Creme of Nature,CON,26,2.86,135g (12/cs),pages/chemical-upc-v3/RL64032.jpg,,,,,yes,Chemical
RL64040,"Moisture Rich Hair Color Kit, Light Blonde",'075724640405,53,Creme of Nature,CON,26,2.43,181g (12/cs),pages/chemical-upc-v3/RL64040.jpg,,,,,yes,Chemical
RL06620,Burgundy Blaze Exotic Shine Permanent Hair Color #6.2 Kit,'75724566200,40,Creme of Nature,CON,26,5.96,181g,pages/chemical-upc-v3/RL06620.jpg,,,,,no,Chemical
RL06265,Exotic Shine Hair Color 9.23 Light Golden Blonde,'075724062658,47,Creme of Nature,CON,26,5.96,94g,pages/chemical-upc-v3/RL06265.jpg,,,,,no,Chemical
RL023270,Permanent Hair Colors 1 Application,'075724232709,60,Creme of Nature,CON,26,,,,,,,,no,Chemical
RL023276,"Argan Oil Exotic Shine Permanent Hair Color Kit, Intensive Red",'075724232761,35,Creme of Nature,CON,26,5.96,0.5lb,pages/chemical-upc-v3/RL023276.jpg,,,,,no,Chemical
RL38978,Argan Oil Day & Night Hair & Scalp Conditioner,'075724389786,7,Creme of Nature,CON,26,3.68,4.76oz,pages/chemical-upc-v3/RL38978.jpg,,,,,no,Chemical
RL06620,Burgundy Blaze Exotic Shine Permanent Hair Color #6.2 Kit,'075724566200,41,Creme of Nature,CON,26,5.96,181g,pages/chemical-upc-v3/RL06620.jpg,,,,,no,Chemical
RL64041,"Moisture Rich Hair Color Kit, C41 Honey Blonde, 1 Application",'075724640412,56,Creme of Nature,CON,26,2.86,92g,pages/chemical-upc-v3/RL64041.jpg,,,,,no,Chemical
RL78042,"Moisture Rich Hair Color, #C42 Light Golden Blonde",'075724780422,52,Creme of Nature,CON,26,2.86,198g,pages/chemical-upc-v3/RL78042.jpg,,,,,no,Chemical
RL024566,Argan Oil Intensive Conditioning Treatment,'075724245662,20,Creme of Nature,CON,26,1.53,1.75oz,pages/chemical-upc-v3/RL024566.jpg,,,,,yes,Chemical
RL024440,Argan Oil From Morocco Anti-Humidity Gloss & Shine Mist,'075724244405,37,Creme of Nature,CON,26,6.93,4oz (12/cs),pages/chemical-upc-v3/RL024440.jpg,,,,,yes,Chemical
RL024442,"Heat Protector Smooth & Shine Polisher, Argan Oil",'075724244429,39,Creme of Nature,CON,26,6.93,4oz (12/cs),pages/chemical-upc-v3/RL024442.jpg,,,,,yes,Chemical
RL025199,"Argan Oil Shampoo, Bonus Size, Sulfate-Free",'075724007468,3,Creme of Nature,CON,26,4.85,12oz (12/cs),pages/chemical-upc-v3/RL025199.jpg,,,,,yes,Chemical
RL025220,Argan Oil Moisture & Shine Shampoo,'075724252202,2,Creme of Nature,CON,26,7.72,591ml,pages/chemical-upc-v3/RL025220.jpg,,,,,yes,Chemical
RL025200,Argan Oil Strength & Shine Leave In Conditioner,'075724252004,10,Creme of Nature,CON,26,4.85,8.45oz (12/cs),pages/chemical-upc-v3/RL025200.jpg,,,,,yes,Chemical
RL025202,Oil Intensive Conditionner Treatment,'075724007444,21,Creme of Nature,CON,26,4.89,12oz (12/cs),pages/chemical-upc-v3/RL025202.jpg,,,,,yes,Chemical
RL025271,Argan Oil Intensive Conditioning Treatment,'075724252714,19,Creme of Nature,CON,26,7.72,315g (12/cs),pages/chemical-upc-v3/RL025271.jpg,,,,,yes,Chemical
RL025201,Creamy Oil Moisturizing Hair Lotion,'075724252011,38,Creme of Nature,CON,26,4.85,8.45oz (12/cs),pages/chemical-upc-v3/RL025201.jpg,,,,,yes,Chemical
RL024438,Argan Oil Style & Shine Foam Mousse,'075724244382,30,Creme of Nature,CON,26,4.85,7oz (12/cs),pages/chemical-upc-v3/RL024438.jpg,,,,,yes,Chemical
RL025198,Oil Treatment For Hair,'075724251984,22,Creme of Nature,CON,26,7.65,3oz (12/cs),pages/chemical-upc-v3/RL025198.jpg,,,,,yes,Chemical
RL71285,Argan Oil Perfect 7 7-N-1 Leave In Treatment,'075724071285,9,Creme of Nature,CON,26,6.59,4.23oz (12/cs),pages/chemical-upc-v3/RL71285.jpg,,,,,yes,Chemical
RL19912,Argan Oil For Natural Hair Moisture Recovery Leave-In Curl Milk,'075724199125,8,Creme of Nature,CON,26,5.79,8oz,pages/chemical-upc-v3/RL19912.webp,,,,,yes,Chemical
RL38977,Cream Moisture & Shine Curl Activator,'075724389779,61,Creme of Nature,CON,26,4.79,12oz (12/cs),pages/chemical-upc-v3/RL38977.jpg,,,,,yes,Chemical
RL38979,Argan Oil Apple Cider Vinegar Clarifying Rinse,'075724389793,33,Creme of Nature,CON,26,4.04,15.5oz (12/cs),pages/chemical-upc-v3/RL38979.jpg,,,,,yes,Chemical
RL39765-6,Argan Oil Perfect Edges Black Hair Gel,'075724397651,28,Creme of Nature,CON,26,4.49,2.25oz (12/cs),pages/chemical-upc-v3/RL39765-6.jpg,,,,,yes,Chemical
RL39767,Argan Oil Heat Protector Blow Out Cream,'075724397675,36,Creme of Nature,CON,26,4.79,8.45oz (12/cs),pages/chemical-upc-v3/RL39767.jpg,,,,,yes,Chemical
RL06105-6,Argan Oil Perfect Edges Firm Hold Edge Hair Gel,'075724061057,27,Creme of Nature,CON,26,4.39,2.25oz,pages/chemical-upc-v3/RL06105-6.jpg,,,,,yes,Chemical
RL21404-6,Argan Oil Perfect Edges Extra Firm Hold Edge Hair Gel,'075724214040,26,Creme of Nature,CON,26,4.49,(12/cs),pages/chemical-upc-v3/RL21404-6.webp,,,,,yes,Chemical
RL21934,Detangling & Conditioning Shampoo Coconut Milk,'075724219342,4,Creme of Nature,CON,26,3.45,12oz (12/cs),pages/chemical-upc-v3/RL21934.jpg,,,,,yes,Chemical
RL21928,Coconut Milk Detangling & Conditioning Conditioner,'075724219281,11,Creme of Nature,CON,26,3.76,12oz (12/cs),pages/chemical-upc-v3/RL21928.jpg,,,,,yes,Chemical
RL21931,Mango & Shea Butter Ultra Moisturizing Shampoo,'075724219311,5,Creme of Nature,CON,26,3.45,12oz (12/cs),pages/chemical-upc-v3/RL21931.jpg,,,,,yes,Chemical
RL21932,Mango & Shea Butter Ultra Moisturizing Leave In Conditioner,'075724219328,13,Creme of Nature,CON,26,3.38,8.45oz (12/cs),pages/chemical-upc-v3/RL21932.jpg,,,,,yes,Chemical
RL42800,Pure Honey Moisturizing Dry Defense Shampoo,'075724428003,6,Creme of Nature,CON,26,4.99,12oz (12/cs),pages/chemical-upc-v3/RL42800.jpg,,,,,yes,Chemical
RL42812,Pure Honey Break Up Leave In Conditioner,'075724428126,14,Creme of Nature,CON,26,5.99,236.5ml,pages/chemical-upc-v3/RL42812.jpg,,,,,yes,Chemical
RL42807,Curl Cream For Curly Hair By Pure Honey Moisture Whip Twisting,'075724428072,62,Creme of Nature,CON,26,5.99,11.5oz (12/cs),pages/chemical-upc-v3/RL42807.jpg,,,,,yes,Chemical
RL42805,Pure Honey Moisture Infusion Edge Control Hair Gel,'075724428058,29,Creme of Nature,CON,26,4.99,2.25oz (12/cs),pages/chemical-upc-v3/RL42805.jpg,,,,,yes,Chemical
RL47318,Pure Honey Shrinkage Defense Curl Activator,'075724473188,64,Creme of Nature,CON,26,5.32,10.5oz (12/cs),pages/chemical-upc-v3/RL47318.jpg,,,,,yes,Chemical
RL00158-6,Pure Honey Shrinkage Defense Curling Jelly,'075724001589,66,Creme of Nature,CON,26,,12oz (12/cs),pages/chemical-upc-v3/RL00158-6.jpg,,,,,yes,Chemical
RL00233-6,"Pure Honey Defining Custard, Twist & Hold",'075724002333,63,Creme of Nature,CON,26,,11.5oz (6/cs),pages/chemical-upc-v3/RL00233-6.jpg,,,,,yes,Chemical
RL00453-6,Pure Honey Strengthening Hair Mask,'075724004535,25,Creme of Nature,CON,26,3.41,3.8oz,pages/chemical-upc-v3/RL00453-6.jpg,,,,,yes,Chemical
RL00455-6,Pure Honey Intense Hydration Treatment Hair Mask - Yogurt,'075724004559,23,Creme of Nature,CON,26,3.41,3.8oz,pages/chemical-upc-v3/RL00455-6.jpg,,,,,yes,Chemical
RL00515,Pure Honey Moisture & Twist Curling Mousse,'075724005150,32,Creme of Nature,CON,26,5.53,7oz (12/cs),pages/chemical-upc-v3/RL00515.jpg,,,,,yes,Chemical
RL00635,Hair Food Smoothing & Frizz Control Styling Mousse Avocado,'075724006355,31,Creme of Nature,CON,26,5.22,7oz (12/cs),pages/chemical-upc-v3/RL00635.jpg,,,,,yes,Chemical
RL64020,"Moisture Rich Liquid Hair Color Kit, C20 Golden Brown",'075724640207,59,Creme of Nature,CON,26,2.86,155g (12/cs),pages/chemical-upc-v3/RL64020.jpg,,,,,yes,Chemical
RL64021,Moisture-Rich Hair Color Kit - C21 Rich Brown,'075724640214,55,Creme of Nature,CON,26,2.86,380g (12/cs),pages/chemical-upc-v3/RL64021.jpg,,,,,yes,Chemical
RL023267,Exotic Shine Hair Color Intense Black 1.0,'075724232679,48,Creme of Nature,CON,26,5.96,0.192kg (12/cs),pages/chemical-upc-v3/RL023267.jpg,,,,,yes,Chemical
RL023268,"Exotic Shine Color Permanent Hair Color, Soft Black 3.0",'075724232686,49,Creme of Nature,CON,26,5.96,(12/cs),pages/chemical-upc-v3/RL023268.jpg,,,,,yes,Chemical
RL023272,Exotic Shine Hair Color Red Copper 6.4,'075724232723,45,Creme of Nature,CON,26,5.96,205g,pages/chemical-upc-v3/RL023272.jpg,,,,,yes,Chemical
RL06286,Exotic Shine Hair Color 7.3 Medium Warm Brown,'75724062863,50,Creme of Nature,CON,26,5.96,(12/cs),pages/chemical-upc-v3/RL06286.jpg,,,,,yes,Chemical
RL06286,Exotic Shine Hair Color 7.3 Medium Warm Brown,'075724062863,51,Creme of Nature,CON,26,5.96,(12/cs),pages/chemical-upc-v3/RL06286.jpg,,,,,yes,Chemical
RL023269,Exotic Shine Hair Color 7.64 Bronze Copper,'075724232693,43,Creme of Nature,CON,26,5.96,13.12oz (12/cs),pages/chemical-upc-v3/RL023269.jpg,,,,,yes,Chemical
RL06266,Exotic Shine Hair Color 9.2 Light Caramel Brown,'075724062665,44,Creme of Nature,CON,26,5.96,,pages/chemical-upc-v3/RL06266.jpg,,,,,yes,Chemical
RL06262,"Argan Oil Exotic Shine Permanent Hair Color, Honey Blonde",'075724062627,34,Creme of Nature,CON,26,5.96,(12/cs),pages/chemical-upc-v3/RL06262.jpg,,,,,yes,Chemical
RL023278,Exotic Shine Hair Color 10.01 Ginger Blonde,'075724232785,46,Creme of Nature,CON,26,5.96,10.01oz (12/cs),pages/chemical-upc-v3/RL023278.jpg,,,,,yes,Chemical
RL64010,"Moisture Rich Liquid Hair Color Kit, C10 Jet Black",'075724640108,58,Creme of Nature,CON,26,2.86,87g (12/cs),pages/chemical-upc-v3/RL64010.jpg,,,,,yes,Chemical
CR32,"Shampoo in Haircolor, Dark & Natural, 5 Minute, Natural Black",'072790000324,1,Dark & Natural,DN,27,4.69,,pages/chemical-upc-v3/CR32.jpg,,,,,yes,Chemical
CR31,Men's 5 Minute Hair Color 3 In Jet Black,'072790000317,2,Dark & Natural,DN,27,4.69,,,,,,,no,Chemical
CR522,Fade Resist Hair Color #522 Poppin' Pink,'075285222904,3,Dark & Lovely,DLO,28,4.69,0.22lb,pages/chemical-upc-v3/CR522.jpg,,,,,no,Chemical
CR421,Rich Conditioning Hair Color - 421 Viral Violet,'075285222911,22,Dark & Lovely,DLO,28,4.69,6.2oz,pages/chemical-upc-v3/CR421.jpg,,,,,no,Chemical
CR506,Fade Resist Rich Conditioning Hair Color For Vibrant Shades,'075285222928,16,Dark & Lovely,DLO,28,4.69,0.33lb,pages/chemical-upc-v3/CR506.jpg,,,,,no,Chemical
