sku,name,upc,item_order,brand,brand_abbrev,brand_order,unit_price,qty_display
AV33145-6,Glued Spiking Max Hold Hair Styling Glue Gel,'052336331457,1,GOT2B,GOT,37,6.79,6oz (6/cs)
AV90929-24,2b Ultra Glued Invincible Styling Gel,'052336909298,4,GOT2B,GOT,37,2.05,1.25oz
AV91202-6,Glued Blasting Freeze Spray,'052336912014,6,GOT2B,GOT,37,6.99,12oz (6/cs)
AV91802-6,Glued Blasting Freeze Spray,'017000300450,5,GOT2B,GOT,37,2.59,2oz (6/cs)
GA30001,Creme Conditioning No Lye Relaxer Regular,'743690030406,3,Hawaiian Silky,HSI,38,4.79,20oz
GA10018,"Dry Look Moisturizing Spray, Green",'721085200245,29,Hawaiian Silky,HSI,38,3.61,8oz (12/cs)
GA20004,No-Lye Neutralizing Shampoo,'721085200719,9,Hawaiian Silky,HSI,38,3.50,8oz
GA30032,Oil Moisturizer 7 In 1,'743690030307,24,Hawaiian Silky,HSI,38,,
GA20020B,Silky Cool Scalp,'743690030901,36,Hawaiian Silky,HSI,38,,14oz
GA8331,14-In-1 Miracles Balanced Apple Cider Vinegar,'743690083310,34,Hawaiian Silky,HSI,38,5.84,8oz
GA8333-24,14 In 1 Miracles Natural Apple Cider Vinegar Extreme Edge,'743690083334,22,Hawaiian Silky,HSI,38,3.49,2.4oz
GA30002,"No Lye Relaxer, Mild, Beige",'743690030413,6,Hawaiian Silky,HSI,38,4.79,20oz (12/cs)
GA30003,Creme Conditioning No Lye Relaxer Super,'743690030420,4,Hawaiian Silky,HSI,38,4.79,20oz (12/cs)
GA30007,"No Base Relaxer, Regular, White",'743690030437,5,Hawaiian Silky,HSI,38,4.69,20oz (12/cs)
GA30008,"30008 No Base Relaxer, Mild, White",'743690030444,1,Hawaiian Silky,HSI,38,4.69,20oz (12/cs)
GA30009,Creme Conditioning No Base Relaxer Super,'743690030451,2,Hawaiian Silky,HSI,38,4.69,20oz (12/cs)
GA10008-24,"Gel Activator, Pink",'721085200108,21,Hawaiian Silky,HSI,38,3.39,8oz (24/cs)
GA10009,Gel Activator,'743690030598,19,Hawaiian Silky,HSI,38,4.59,16oz (12/cs)
GA10009,Gel Activator,'743690081286,20,Hawaiian Silky,HSI,38,4.59,16oz (12/cs)
GA10010-24,"""Dry Look"" Gel Activator",'721085200115,17,Hawaiian Silky,HSI,38,3.39,8oz (24/cs)
GA10011,Dry Look' Gel Activator,'743690030604,18,Hawaiian Silky,HSI,38,4.59,18oz (12/cs)
GA10001,Curl Reconstructor,'743690030475,14,Hawaiian Silky,HSI,38,6.29,20oz (12/cs)
GA10003,Curl Booster For Curls & Waves,'743690030611,27,Hawaiian Silky,HSI,38,6.99,18oz (12/cs)
GA10005,"Neutralizing Solution, Yellow",'743690030581,35,Hawaiian Silky,HSI,38,4.69,16oz (12/cs)
GA10014,Cream Moisturizer Curl Activator,'721085200832,26,Hawaiian Silky,HSI,38,5.47,16oz (12/cs)
GA10025,Cream Moisturizer Curl Activator,'721085200221,25,Hawaiian Silky,HSI,38,4.79,8oz (12/cs)
GA10015,14-In-1 Miracle Worker,'721085200283,32,Hawaiian Silky,HSI,38,3.89,8oz (12/cs)
GA10016,Miracle Worker 14 In 1 Hair Treatment,'721085200825,15,Hawaiian Silky,HSI,38,5.29,18oz (12/cs)
GA10017,14 In 1 Miracle Worker,'743690030345,33,Hawaiian Silky,HSI,38,10.27,32oz (6/cs)
GA10013,Dry Look Moisturizing Spray,'743690025358,28,Hawaiian Silky,HSI,38,4.85,16oz (12/cs)
GA10012,Moisturizer And Sheen Spray,'743690030505,30,Hawaiian Silky,HSI,38,4.85,16oz (12/cs)
GA10019,"Moisturizing and Sheen Spray, White",'721085200238,31,Hawaiian Silky,HSI,38,3.99,8oz (12/cs)
GA20001,Shampoo Neutral,'721085200214,10,Hawaiian Silky,HSI,38,3.83,8oz (12/cs)
GA20018,Oil Moisturizer 7 In 1,'721085200429,23,Hawaiian Silky,HSI,38,6.21,16oz (12/cs)
GA10031,14 In 1 Miracle Worker Shampoo,'743690081255,7,Hawaiian Silky,HSI,38,4.51,16oz (12/cs)
GA10032,Miracle Worker 14 In 1 Hair Conditioner,'743690081262,13,Hawaiian Silky,HSI,38,4.51,16oz (12/cs)
GA8332,Apple Cider Vinegar Conditioning Wash,'743690083327,11,Hawaiian Silky,HSI,38,5.84,12oz (12/cs)
GA8334,14 In 1 Miracles Apple Cider Vinegar Leave-In Conditioner,'743690083341,12,Hawaiian Silky,HSI,38,5.19,8oz (12/cs)
GA8335,Hair Yogurt Treatment,'743690083358,16,Hawaiian Silky,HSI,38,6.49,16oz (12/cs)
GA8337,14-In-1 Miracles Charcoal Activated Shampoo,'743690083372,8,Hawaiian Silky,HSI,38,8.44,12oz (12/cs)
CF12300-6,Intense Temporary Spray On Hair Color 60 Silver,'034044123005,13,High Beams,CF,39,4.10,2.7oz (12/cs)
CF12302-6,Beams Intense Temporary Spray On Hair Color 20 Black,'034044123029,2,High Beams,CF,39,4.10,2.7oz (12/cs)
CF12303-6,Intense Temporary Spray On Hair Color 40 Burgundy,'034044123036,11,High Beams,CF,39,4.10,2.7oz (12/cs)
CF12305-6,Intense Temporary Spray On Hair Color 50 Blonde,'034044123050,12,High Beams,CF,39,4.10,2.7oz (12/cs)
CF12306-6,Intense Temporary Spray On Hair Color 31 Brown,'034044123067,10,High Beams,CF,39,4.10,2.7oz (12/cs)
CF12308-6,Intense Temporary Spray On Hair Color 30 Brown Black,'034044123081,8,High Beams,CF,39,4.10,2.7oz (12/cs)
CF12308-6,Intense Temporary Spray On Hair Color 30 Brown Black,'034044123081,9,High Beams,CF,39,4.10,2.7oz (12/cs)
CF12311-6,Intense Temporary Spray On Hair Colour Honey Blonde,'034044123111,15,High Beams,CF,39,4.10,80ml (12/cs)
CF12317-6,Color Thickener Temporary Spray-On Hair - Black,'034044123173,4,High Beams,CF,39,4.10,2.7oz (12/cs)
CF12319-6,Color Thickener Temporary Spray-On Hair,'034044123197,3,High Beams,CF,39,4.10,2.7oz (12/cs)
CF12321-6,"Intense Temporary Spray Hair Color, 21 Wicked White",'034044123210,7,High Beams,CF,39,3.60,2.7oz (12/cs)
CF12322-6,Beam Temporary Spray On Hair Color,'034044123227,1,High Beams,CF,39,3.60,2.7oz (12/cs)
CF12323-6,Intense Temporary Spray - 23 Blue Hair Color,'034044123234,6,High Beams,CF,39,3.60,2.7oz (12/cs)
CF00088-6,Root Cover-Up Temporary Spray - 36 Black,'034044000887,16,High Beams,CF,39,4.10,2.7oz (6/cs)
CF00087-6,Intense Spray-on Hair Color,'034044000870,5,High Beams,CF,39,4.10,2.7oz (6/cs)
CF00084-6,"Intense Temporary Spray-On Hair Color, Black Indigo",'034044000849,14,High Beams,CF,39,4.10,2.7oz (6/cs)
CF400147-6,Lilac #45,'034044001471,17,High Beams,CF,39,4.10,2.7oz
CF400148-6,Rose #47,'034044001488,18,High Beams,CF,39,4.10,2.7oz
FK14537,Sunflower Mega Care Castor Oil Premium Natural Hair Oil,'711716145373,32,Difeel,FK,40,1.65,2.5oz
FK14504,Natural Olive Premium Hair Oil,'711716145045,27,Difeel,FK,40,1.59,2.5oz
FK14501,Premium Natural Argan Hair Oil,'711716145014,28,Difeel,FK,40,1.65,2.5oz
FK02042-6,Pro-Growth Biotin Conditioner for Hair Growth and Strength,'711716020427,11,Difeel,FK,40,5.49,33.8oz
FK02043,Pro Growth Shampoo Biotin,'711716020434,3,Difeel,FK,40,3.42,12oz
FK02044,Biotin Pro-Growth Conditioner for Hair Growth,'711716020441,8,Difeel,FK,40,3.42,12oz
FK14574-6,Premium Biotin Hair Growth Oil,'711716145748,22,Difeel,FK,40,2.14,75ml
FK14656,"99% Natural Hair Care Solutions, Pro-growth",'711716146561,18,Difeel,FK,40,1.65,2.5oz
FK05192,"Batana Shampoo, Sulfate-Free",'021959051929,1,Difeel,FK,40,3.42,12oz
FK05195,Batana Conditioner #250,'021959051950,6,Difeel,FK,40,3.42,12oz
FK05203,Batana Leave-in Conditioning Spray,'021959052032,7,Difeel,FK,40,4.50,12oz
FK02138,Superior Growth Jamaican Black Castor Shampoo,'711716021387,5,Difeel,FK,40,3.42,12oz
FK02139,Superior Growth Jamaican Black Castor Conditioner,'711716021394,15,Difeel,FK,40,3.42,12oz
FK7140-36,Biotin Hot Oil Hair Treatment,'711716071405,17,Difeel,FK,40,5.94,45ml
FK7142-36,Hot Oil Hair Treatment With Jamaican Black Castor Oil,'711716071429,19,Difeel,FK,40,5.94,1.5oz
FK7144-36,Hot Oil Hair Treatment With Tea Tree Oil,'711716071443,21,Difeel,FK,40,5.94,1.5oz
FK7150-36,Hot Oil Hair Treatment - Rosemary & Mint (/36pc) #209,'711716071504,20,Difeel,FK,40,5.94,1.5oz
FK31505,Rosemary Mint Strengthening Shampoo With Biotin,'711716315059,4,Difeel,FK,40,3.42,12oz
FK31506,Rosemary Mint Hair Strengthening Conditioner With Biotin,'711716315066,14,Difeel,FK,40,3.42,
FK31510,Rosemary And Mint Leave-In Conditioning Spray With Biotin,'711716315103,13,Difeel,FK,40,4.03,6oz
FK32207,Peppermint Scalp Care Hair Leave In Conditioning Spray,'711716322071,10,Difeel,FK,40,4.03,
FK32224,Pro Growth Biotin Leave In Conditioning Spray,'711716322248,12,Difeel,FK,40,4.03,6oz
FK32225,Superior Growth Jamaican Black Castor Leave-in Spray,'711716322255,16,Difeel,FK,40,4.03,6oz
FK34121,Nature Olive Hand And Body Lotion,'711716341218,36,Difeel,FK,40,4.69,16.89oz
FK81047,Peppermint Scalp Care Shampoo,'711716810479,2,Difeel,FK,40,3.42,12oz
FK81048,Peppermint Scalp Care Conditioner,'711716810486,9,Difeel,FK,40,3.42,
FK05051,Batana Premium Hair Oil,'021959060518,23,Difeel,FK,40,1.65,2.5oz
FK14503,Sunflower Premium Jojoba Natural Hair Oil,'711716145038,33,Difeel,FK,40,1.65,2.5oz
FK14505,Premium Natural Shea Butter Hair Oil,'711716145052,30,Difeel,FK,40,1.59,75ml
FK14506,Sunflower Natural Tea Tree Premium Hair Oil,'711716145069,35,Difeel,FK,40,1.59,75ml
FK14507,Sunflower Premium Vitamin E Natural Hair Oil,'711716145076,34,Difeel,FK,40,1.59,2.5oz
FK14508,Natural Coconut Premium Hair Oil,'711716145083,25,Difeel,FK,40,1.65,
FK14536,Sunflower Carrot Premium Natural Hair Oil,'711716145366,31,Difeel,FK,40,1.65,2.5oz
FK14541,"Premium Natural Hair Care Oil, Peppermint",'711716145410,29,Difeel,FK,40,1.65,
FK14552,99% Natural Jamaican Black Castor Premium Hair Oil,'711716145526,26,Difeel,FK,40,1.65,2.5oz
FK14652,99 Natural Hair Care Solutions- Hydrate,'711716146523,37,Difeel,FK,40,1.65,2.5oz
FK14701,99% Natural Blend Premium Hair Oil - Rosemary,'711716147018,24,Difeel,FK,40,1.65,
HT101,Bump Stopper Sensitive Skin Treatment,'043429003030,1,High Time Hollywood Beauty,HI,41,2.65,0.5oz
HT121,"Razor Bump Treatment, Double Strength",'043429110004,2,High Time Hollywood Beauty,HI,41,3.35,0.5oz
JM350A,Extra Conditioning Dark Hold Styling Gel,'021306213505,21,Isoplus,ISO,42,1.77,6oz (12/cs)
JM12212,Batana Oi,'021306122128,56,Isoplus,ISO,42,4.12,
JM044A,24-7 Leave-In Conditioner,'021306210443,13,Isoplus,ISO,42,2.99,10oz
JM036A,Oil Sheen Protective Hair Spray,'021306211365,37,Isoplus,ISO,42,4.12,
JM507A,Foam Styling Wrap Firm Hold,'021306215073,26,Isoplus,ISO,42,2.06,10oz
JM043-24,Hair Polisher,'021306370437,59,Isoplus,ISO,42,3.69,4oz
JM055,Styling Dark Gel,'021306210559,23,Isoplus,ISO,42,2.35,16oz (12/cs)
JM001A,Styling Gel Clear Bonus,'021306210016,25,Isoplus,ISO,42,1.76,6oz (12/cs)
JM058,Styling Gel - Clear,'021306210580,24,Isoplus,ISO,42,2.35,16oz (12/cs)
JM019,Style Gel Light Bonus,'021306210191,22,Isoplus,ISO,42,1.76,6oz (12/cs)
JM149,Lemon Grass Oil Hair & Scalp Conditioner,'021306211495,15,Isoplus,ISO,42,3.35,5.25oz (12/cs)
JM150,Coconut Oil With Ylang Ylang,'021306211501,35,Isoplus,ISO,42,3.24,5.25oz (12/cs)
JM154B,Castor Oil Hair/Scalp Conditioner,'021306211549,12,Isoplus,ISO,42,3.35,5.25oz (12/cs)
JM160A,Hair & Scalp Treatment,'021306211600,20,Isoplus,ISO,42,4.71,5.25oz (12/cs)
JM175,Pressing Silk Oil,'021306211754,40,Isoplus,ISO,42,3.35,5.25oz (12/cs)
JM419,Herbal Hair Food,'021306214199,58,Isoplus,ISO,42,3.39,5.25oz (12/cs)
JM174,Pressing Oil,'021306211747,39,Isoplus,ISO,42,2.89,5.25oz (12/cs)
JM405,Natural Collection Hair Freshener,'021306214052,57,Isoplus,ISO,42,3.24,2oz (12/cs)
JM409,Natural Collection Dreads/Lock Mold Cream,'021306214090,55,Isoplus,ISO,42,3.83,6oz (12/cs)
JM420,Natural Remedy Olive Oil Foaming Wrap/Set Lotion,'021306124207,28,Isoplus,ISO,42,4.24,8.5oz (12/cs)
JM426,Natural Remedy Olive Oil Sheen Conditioning Spray,'021306214267,44,Isoplus,ISO,42,3.71,7oz (12/cs)
JM070,Natural Remedy Olive Oil Sheen Conditioning Hair Spray,'021306210702,43,Isoplus,ISO,42,2.30,2oz (12/cs)
JM202,Oil Sheen Light Hair Spray With Coconut Oil,'021306122029,38,Isoplus,ISO,42,2.36,2oz (12/cs)
JM201,Coconut Oil Sheen Light Hair Spray,'021306122012,33,Isoplus,ISO,42,4.00,9oz (12/cs)
JM201,Coconut Oil Sheen Light Hair Spray,'021306122012,34,Isoplus,ISO,42,4.00,9oz (12/cs)
JM423,Tea Tree And Aloe Oil Sheen Conditioning Hair Spray,'021306214236,46,Isoplus,ISO,42,3.71,7oz (12/cs)
JM069,Natural Remedy Oil Sheen Conditioning Hair Spray,'021306210696,42,Isoplus,ISO,42,2.30,2oz (12/cs)
JM142-48,Oil Sheen Protective Hair Spray,'021306211426,36,Isoplus,ISO,42,2.24,2oz (48/cs)
JM050,"Hair Spray, Protective, Oil Sheen, Dramatic Shine",'021306210504,45,Isoplus,ISO,42,3.24,7oz (12/cs)
JM134,Extra Virgin Olive Oil Sheen Spray,'021306211341,47,Isoplus,ISO,42,4.12,11oz (12/cs)
JM041A,Hot Curler Thermal Spray,'021306210412,51,Isoplus,ISO,42,4.59,8oz (12/cs)
JM085A,Spritz Designing & Holding,'021306211853,53,Isoplus,ISO,42,4.12,10oz (12/cs)
JM092-24,Design & Hold Spritz - Original,'021306210924,49,Isoplus,ISO,42,2.65,4oz (24/cs)
JM089,Spritz Super Hold,'021306211938,54,Isoplus,ISO,42,4.12,10oz (12/cs)
JM094-24,Mini Spritz,'021306210948,52,Isoplus,ISO,42,2.65,4oz (24/cs)
JM087A,Designing & Holding Spritz Soft Hold,'021306211914,50,Isoplus,ISO,42,4.12,10oz (12/cs)
JM093-24,Design & Hold Spritz Soft Hold,'021306210931,48,Isoplus,ISO,42,2.66,4oz (24/cs)
JM082-24,Wrap Lotion,'021306210825,29,Isoplus,ISO,42,2.65,4oz (24/cs)
JM024A,Wrap Lotion Bonus,'021306210245,30,Isoplus,ISO,42,2.94,10oz (12/cs)
JM509,"Foaming Wrap/Set Lotion, Firm Hold",'021306215097,27,Isoplus,ISO,42,4.41,8.5oz (12/cs)
JM427,Natural Remedy Orange Cleanse Shampoo,'021306214274,6,Isoplus,ISO,42,3.25,16oz (12/cs)
JM428,Natural Remedy Orange Conditioner,'021306214281,16,Isoplus,ISO,42,3.06,16oz (12/cs)
JM056,Neutralizing Shampoo Conditioner,'021306210566,4,Isoplus,ISO,42,2.95,16oz (12/cs)
JM029,Neutralizing Shampoo + Conditioner,'021306210290,3,Isoplus,ISO,42,1.65,8oz (12/cs)
JM048,Hair Care Instant Conditioner,'021306210481,10,Isoplus,ISO,42,3.82,16oz (12/cs)
JM049,Conditioning Shampoo,'021306210498,1,Isoplus,ISO,42,2.95,16oz (12/cs)
JM132,Extra Virgin Olive Oil Shampoo,'021306211327,7,Isoplus,ISO,42,3.41,16oz (12/cs)
JM133,Extra Virgin Olive Oil Conditioner,'021306211334,17,Isoplus,ISO,42,3.41,16oz (12/cs)
JM206,Anti-Breakage Deep Repair Hair Conditioner,'021306122067,8,Isoplus,ISO,42,1.09,1.75oz
JM203,Anti-Breakage Deep Repair Conditioner With Coconut Oil,'021306122036,9,Isoplus,ISO,42,3.29,16oz (6/cs)
JM204,Leave-In Conditioner With Coconut & Shea Butter,'021306122043,14,Isoplus,ISO,42,3.29,13.5oz (6/cs)
JM205,Deep Cleanse Shampoo With Coconut Oil & Shea Butter,'021306122050,2,Isoplus,ISO,42,3.29,13.5oz (6/cs)
JM211-6,Neutralizing Shampoo + Conditioner With Coconut Oil,'021306062110,5,Isoplus,ISO,42,2.65,16oz (6/cs)
JM209,Black Castor Oil Sheen Spray,'021306122098,32,Isoplus,ISO,42,4.00,9oz
JM207,Black Castor & Coconut Hair And Scalp Therapy Oil,'021306122074,19,Isoplus,ISO,42,4.12,4oz (12/cs)
JM208-6,Black Castor Coconut Oil Hair & Scalp Conditioner,'021306122081,11,Isoplus,ISO,42,3.53,5.25oz (12/cs)
JM12440,Caffeine Growth Oil,'021306274407,18,Isoplus,ISO,42,4.12,4oz (12/cs)
JM60460-6,Caffeine Anti-Thinning Serum,'021306274605,31,Isoplus,ISO,42,4.12,4oz (8/cs)
JM155,100% Pure Castor Scalp Oil,'021306121558,41,Isoplus,ISO,42,3.41,4oz (12/cs)
PP29020-6,Rasta Locks Twist Locking Hair Gel,'714924290002,30,Jamaican Mango & Lime,JML,43,4.19,6oz (6/cs)
PP29020-6,Locking Gel,'714924290200,23,Jamaican Mango & Lime,JML,43,4.19,6oz (6/cs)
PP29050-6,Lock Gro,'714924290507,14,Jamaican Mango & Lime,JML,43,4.19,6oz (6/cs)
PP29080-6,Rasta Locks Twist Locking Creme Wax,'714924290804,29,Jamaican Mango & Lime,JML,43,4.19,5.5oz (8/cs)
PP29030-6,Island Scalp Oil,'714924290309,50,Jamaican Mango & Lime,JML,43,4.19,8oz
PP29066-6,Tingle Shampoo,'714924290668,4,Jamaican Mango & Lime,JML,43,6.48,16oz (6/cs)
PP02258-6,Black Castor Oil Rosemary,'714924022580,47,Jamaican Mango & Lime,JML,43,5.71,4oz
PP02265-6,Black Castor Oil Papaya,'714924022658,44,Jamaican Mango & Lime,JML,43,5.71,4oz (6/cs)
PP81019-6,M&L Extra Hold Braid Gel,'746817810196,25,Jamaican Mango & Lime,JML,43,5.39,8oz (6/cs)
PP81016-6,Quick Easy Braid Takedown,'746817810165,64,Jamaican Mango & Lime,JML,43,5.39,8oz
PP81935-24,Mango Lime - Mega Firm 5-N-1 Loc Down Gel,'746817810332,26,Jamaican Mango & Lime,JML,43,1.59,
PP81034-6,Byw Ex 5in1 Loc Down,'746817810349,63,Jamaican Mango & Lime,JML,43,8.99,
PP81925-24,Mango & Lime Tingle Shampoo,'746817819250,2,Jamaican Mango & Lime,JML,43,1.59,2oz
PP81926-24,Protein Conditioner,'746817819267,11,Jamaican Mango & Lime,JML,43,1.59,
PP81928-24,Byw Dry Wash,'746817819281,6,Jamaican Mango & Lime,JML,43,1.59,
PP81929-24,Island Oil,'746817819298,49,Jamaican Mango & Lime,JML,43,1.59,
PP81932-24,No More Itch Gro Spray #103,'746817819328,17,Jamaican Mango & Lime,JML,43,1.59,2oz
PP81987-6,Boho Detangler Leave In Conditioner,'746817819786,7,Jamaican Mango & Lime,JML,43,5.39,
PP29010-6,Locking Gel,'714924290101,24,Jamaican Mango & Lime,JML,43,6.48,16oz (6/cs)
PP29093-6,"Rasta Locking Gel, Resistant Formula",'714924290934,28,Jamaican Mango & Lime,JML,43,4.19,6oz (6/cs)
PP29302-6,Resistant Formula Locking Hair Gel,'714924293027,33,Jamaican Mango & Lime,JML,43,6.48,16oz (6/cs)
PP29055-6,Lock Gro,'714924290552,15,Jamaican Mango & Lime,JML,43,6.48,16oz (6/cs)
PP29085-6,Locking Creme Wax,'714924290859,22,Jamaican Mango & Lime,JML,43,6.48,13.5oz (6/cs)
PP29401-6,Resistant Formula Locking Firm Wax,'714924294017,31,Jamaican Mango & Lime,JML,43,4.19,6oz (6/cs)
PP29402-6,Resistant Formula Locking Firm Wax,'714924294024,32,Jamaican Mango & Lime,JML,43,6.48,16oz (6/cs)
PP29407-6,Shea Butter Conditioning Shine,'714924294079,60,Jamaican Mango & Lime,JML,43,4.19,5.5oz (6/cs)
PP29405-6,No More Itch Cool Scalp Braid Twist Lock Gel,'714924294055,27,Jamaican Mango & Lime,JML,43,4.19,222g (6/cs)
PP29097-6,Cactus Gro Treatment,'714924290972,13,Jamaican Mango & Lime,JML,43,4.19,6oz (6/cs)
PP29098-6,Cactus Oil Serum,'714924290989,36,Jamaican Mango & Lime,JML,43,4.19,4oz
PP29095-6,Cactus Oil,'714924290958,35,Jamaican Mango & Lime,JML,43,4.19,4oz
PP29304-6,Shine Aloe,'714924293041,65,Jamaican Mango & Lime,JML,43,5.65,4oz (6/cs)
PP29060-6,Tingle Shampoo,'714924290606,3,Jamaican Mango & Lime,JML,43,4.19,410g (6/cs)
PP29070-6,Protein Conditioner,'714924290705,12,Jamaican Mango & Lime,JML,43,4.19,(6/cs)
PP29076-6,Protein Conditioner,'714924290767,10,Jamaican Mango & Lime,JML,43,6.48,16oz (6/cs)
PP29096-6,Cactus Leave In Moisturizer,'714924290965,8,Jamaican Mango & Lime,JML,43,4.19,8oz (6/cs)
PP29094-6,Shea Butter Lotion,'714924290941,61,Jamaican Mango & Lime,JML,43,4.19,8oz (6/cs)
PP29404-6,Braid Twist Remover,'714924294048,57,Jamaican Mango & Lime,JML,43,5.73,8oz (6/cs)
PP29040-6,Rasta No More Itch Gro Spray,'714924290408,19,Jamaican Mango & Lime,JML,43,4.19,8oz (6/cs)
PP29042-6,No More Itch Gro Spray,'714924290422,16,Jamaican Mango & Lime,JML,43,6.48,16oz (6/cs)
PP29041-6,Maximum Relief No More Itch Spray Mentholated,'714924290415,58,Jamaican Mango & Lime,JML,43,4.19,8oz (6/cs)
PP29043-6,No More Itch Gro Spray Maximum Relief,'714924290439,18,Jamaican Mango & Lime,JML,43,6.48,16oz (6/cs)
PP29300-6,Lock Set Styling Lotion,'714924293003,59,Jamaican Mango & Lime,JML,43,4.19,8oz
PP29406-6,Sproil Spray Oil For Hair,'714924294062,55,Jamaican Mango & Lime,JML,43,4.19,6oz (6/cs)
PP29409-6,Braid Twist Lock Gel,'714924294093,20,Jamaican Mango & Lime,JML,43,6.48,16oz (6/cs)
PP29420-6,Black Wax,'714924294208,34,Jamaican Mango & Lime,JML,43,4.19,233g (6/cs)
PP02255-6,"Pure Castor Oil, Black, Original",'714924022559,54,Jamaican Mango & Lime,JML,43,5.71,4oz (6/cs)
PP02256-6,Black Castor Oil Extra Dark,'714924022566,38,Jamaican Mango & Lime,JML,43,5.71,4oz (8/cs)
PP02257-6,Black Castor Oil Lavender,'714924022573,41,Jamaican Mango & Lime,JML,43,5.71,4oz (8/cs)
PP02261-6,"Black Castor Oil, Pure Coconut",'714924022610,46,Jamaican Mango & Lime,JML,43,5.71,4oz (6/cs)
PP02262-6,Black Castor Oil Sulfate Free Shampoo,'714924022627,1,Jamaican Mango & Lime,JML,43,4.99,8oz (8/cs)
PP02263-6,Black Castor Oil Conditioner,'714924022634,9,Jamaican Mango & Lime,JML,43,4.99,(6/cs)
PP02286-6,Black Castor Oil,'714924022863,39,Jamaican Mango & Lime,JML,43,5.71,4oz
PP02206-6,"Jamaican & Black Castor Oil, Argan",'746817820065,51,Jamaican Mango & Lime,JML,43,3.36,2oz (24/cs)
PP02206-6,"Jamaican & Black Castor Oil, Argan",'746817820065,52,Jamaican Mango & Lime,JML,43,3.36,2oz (24/cs)
PP02287-6,Jam. Black Castor Oil Amla,'714924022870,21,Jamaican Mango & Lime,JML,43,5.71,4oz (6/cs)
PP02288-6,Black Castor Oil Lemon Grass,'714924022887,42,Jamaican Mango & Lime,JML,43,5.71,4oz (8/cs)
PP02289-6,M&L Black Castor Oil Tea Tree,'714924022894,53,Jamaican Mango & Lime,JML,43,5.71,118ml (6/cs)
PP02295-6,"Black Castor Oil, Peppermint",'714924022955,45,Jamaican Mango & Lime,JML,43,5.71,4oz (6/cs)
PP02200-6,"Black Castor Oil, Original",'746817820003,43,Jamaican Mango & Lime,JML,43,3.36,2oz (4/cs)
PP02201-6,Black Castor Oil Extra Dark,'746817820010,37,Jamaican Mango & Lime,JML,43,3.36,2oz (4/cs)
PP02202-6,Black Castor Oil Coconut,'746817820027,40,Jamaican Mango & Lime,JML,43,3.18,2oz (4/cs)
PP81017-6,Braids Your Way! Braid Refresher,'746817810172,62,Jamaican Mango & Lime,JML,43,5.39,344g
PP81018-6,Braids Your Way Foam Refresh Dry Wash,'746817810189,5,Jamaican Mango & Lime,JML,43,5.39,8oz (6/cs)
PP02259-6,Black Castor Oil Skin Hair Butter,'714924022597,48,Jamaican Mango & Lime,JML,43,6.00,6oz
PP02296-6,Vitamins A D E Black Castor Oil,'714924022962,56,Jamaican Mango & Lime,JML,43,5.71,4oz (6/cs)
SOJ37400-6,Texture Softener System,'802535374003,20,Just For Me,JFM,44,5.99,(6/cs)
SOJ37200-6,No Lye Conditioning Creme Relaxer Kit Regular,'802535372009,1,Just For Me,JFM,44,5.25,(6/cs)
SOJ37300-6,No-lye Conditioning Creme Relaxer Super Kit,'802535373006,2,Just For Me,JFM,44,5.25,226g
SOJ36013-6,"Shampoo, Sulfate-Free Moisturesoft, Natural Hair Milk",'802535360136,4,Just For Me,JFM,44,4.41,13.5oz (6/cs)
SOJ36213-6,Natural Hair Milk Silkening Conditioner,'802535362130,8,Just For Me,JFM,44,4.41,13.5oz (6/cs)
SOJ36710-6,Natural Hair Milk Oil Moisturizing Lotion,'802535367104,11,Just For Me,JFM,44,4.39,10oz (6/cs)
SOJ37008-6,Natural Hair Milk Curl Smoother,'802535370081,17,Just For Me,JFM,44,4.42,9oz (6/cs)
SOJ36606-6,Hair Milk Soothing Scalp Balm Jar,'802535366060,19,Just For Me,JFM,44,4.39,6oz (6/cs)
SOJ36906-6,Natural Hair Milk Smoothing Edges Creme,'802535369061,18,Just For Me,JFM,44,4.41,6oz (6/cs)
SOJ36310-6,Natural Hair Milk Hydrate & Protect Leave-in Conditioner,'802535363106,6,Just For Me,JFM,44,4.41,10oz (6/cs)
SOJ36310-6,Natural Hair Milk Leave in Detangler,'802535365100,7,Just For Me,JFM,44,4.41,295ml (6/cs)
SOJ433878-6,Curl Peace Ultimate Detangling Shampoo,'802535433878,3,Just For Me,JFM,44,4.34,12oz (6/cs)
SOJ907188-6,Curl Peace Ultimate Detangling Conditioner,'802535907188,5,Just For Me,JFM,44,4.34,12oz (6/cs)
SOJ299856-6,Curl Peace Kids 5-in-1 Wonder Spray,'802535299856,13,Just For Me,JFM,44,4.34,8oz (6/cs)
SOJ357518-6,Defining Curl Coil Cream,'802535357518,16,Just For Me,JFM,44,4.41,12oz (6/cs)
SOJ874435-6,Curl Peace Tender Head Detangling Treatment,'802535874435,9,Just For Me,JFM,44,4.34,12oz (6/cs)
SOJ902855-6,Curl Peace Nourishing Hair & Scalp Butter,'802535902855,15,Just For Me,JFM,44,4.34,4oz (6/cs)
SOJ655034-6,Curl Peace Braiding & Twisting Grip Glaze - 156gr,'802535655034,12,Just For Me,JFM,44,4.34,5.5oz (6/cs)
SOJ570863-6,Curl Peace Kids Smoothing Ponytail & Edge Control,'802535570863,10,Just For Me,JFM,44,,5.5oz (6/cs)
